Title,Author,URL
North Korea Wins Unprecedented 18th World Cup,William Foster,https://chicagoshadydealer.com/index.php/2023/01/27/north-korea-wins-unprecedented-18th-world-cup/
Struggling in a Toxic Relationship? Try Being More Toxic,Chicago Shady Dealer Newsdesk,https://chicagoshadydealer.com/index.php/2023/01/26/struggling-in-a-toxic-relationship-try-being-more-toxic/
Point: I Wanna Step on the Reynolds Club Seal/ Counterpoint: I Want the Reynolds Club Seal to Step on Me,Chicago Shady Dealer Newsdesk,https://chicagoshadydealer.com/index.php/2023/01/25/point-i-wanna-step-on-the-reynolds-club-seal-counterpoint-i-want-the-reynolds-club-seal-to-step-on-me/
"Op-Ed: Hey Stacy, Bring Your Mom to the Party Tomorrow",Andre Dang and 1 more,https://chicagoshadydealer.com/index.php/2023/01/24/op-ed-hey-stacy-bring-your-mom-to-the-party-tomorrow/
Point: I Can Fix Him/ Counterpoint: I Can Make Him Worse,Pascal Knowles and 1 more,https://chicagoshadydealer.com/index.php/2023/01/23/point-i-can-fix-him-counterpoint-i-can-make-him-worse/
BTS Members Disband for Good After Finding Their True Passion in the Military,Aidan Jones,https://chicagoshadydealer.com/index.php/2023/01/19/bts-members-disband-for-good-after-finding-their-true-passion-in-the-military/
Point: Hey Guys! Watch Me Do an Ollie on My Skateboard!/ Counterpoint: Uh Oh!,Tyler McFlash,https://chicagoshadydealer.com/index.php/2023/01/18/point-hey-guys-watch-me-do-an-ollie-on-my-skateboard-counterpoint-uh-oh/
Oh Boys! Kevin Abstract Debuts Completely New Boy Band Also Called Brockhampton,Raphael Ambrösius Cousteau,https://chicagoshadydealer.com/index.php/2023/01/17/oh-boys-kevin-abstract-debuts-completely-new-boy-band-also-called-brockhampton/
MLA Edition 10 – 2022 Update,Andrea Zhou,https://chicagoshadydealer.com/index.php/2023/01/10/mla-edition-10-2022-update/
“Shut the Door on Your Ex” and Other Advice From Door Etiquette for Dummies,Emily Lamppost,https://chicagoshadydealer.com/index.php/2023/01/09/shut-the-door-on-your-ex-and-other-advice-from-door-etiquette-for-dummies/
University Introduces Mandatory ‘Cool’ Nicknames for Places on Campus,Michelle Rasmussen,https://chicagoshadydealer.com/index.php/2023/01/06/university-introduces-mandatory-cool-nicknames-for-places-on-campus/
Kid Makes Anaphylactic Shock All About Himself,Andre Dang and 1 more,https://chicagoshadydealer.com/index.php/2023/01/05/kid-makes-anaphylactic-shock-all-about-himself/
Top 5 Things That I Just Found in Your Backpack,Maisie Thompson,https://chicagoshadydealer.com/index.php/2023/01/04/top-5-things-that-i-just-found-in-your-backpack/
Panicked Republicans Nominate Gun-Toting Muppet for Speaker of the House,Sophie Klopfenstein and 1 more,https://chicagoshadydealer.com/index.php/2023/01/03/panicked-republicans-nominate-gun-toting-muppet-for-speaker-of-the-house/
Sosc Class Definitively Solves Israel-Palestine Conflict,Jeff Broust,https://chicagoshadydealer.com/index.php/2022/12/09/sosc-class-definitively-solves-israel-palestine-conflict/
"Student Forgets to Return Textbook, Is Fined $7 Billion",Alasdair Greenland,https://chicagoshadydealer.com/index.php/2022/12/09/student-forgets-to-return-textbook-is-fined-7-billion/
Student Walks to Class with Unshakeable Gaze and Steely Resolve,Hermosillo Sardinia,https://chicagoshadydealer.com/index.php/2022/12/08/student-walks-to-class-with-unshakeable-gaze-and-steely-resolve/
Point: An Apple a Day Keeps the Doctor Away/ Counterpoint: So Does a Knife,Pascal Knowles and 1 more,https://chicagoshadydealer.com/index.php/2022/12/07/point-an-apple-a-day-keeps-the-doctor-away-counterpoint-so-does-a-knife/
"University Introduces New Way to Get Downtown: “Walk, Motherfuckers”",Ricky Alzati and 2 more,https://chicagoshadydealer.com/index.php/2022/12/06/university-introduces-new-way-to-get-downtown-walk-motherfuckers/
Buccaneers’ Tom Brady to Be Traded for a Man Who Will “Spend Some Goddamn Time With the Kids”,William Foster,https://chicagoshadydealer.com/index.php/2022/12/05/buccaneers-tom-brady-to-be-traded-for-a-man-who-will-spend-some-goddamn-time-with-the-kids/
Op-Ed: I Can Definitely Beat You in a Fight,Laetrius Gooch and 1 more,https://chicagoshadydealer.com/index.php/2022/12/02/op-ed-i-can-definitely-beat-you-in-a-fight/
Dealer Investigates: The Many Crimes of “Dean Boyer”,Pascal Knowles,https://chicagoshadydealer.com/index.php/2022/12/01/dealer-investigates-the-many-crimes-of-dean-boyer/
OI Renamed “Indiana H. Jones Institute of Academic Grave-Robbing”,Andre Dang and 1 more,https://chicagoshadydealer.com/index.php/2022/11/30/oi-renamed-indiana-h-jones-institute-of-academic-grave-robbing/
"History PhD Candidate Realizes Zachary Taylor “Not Interesting,” Starts Thesis from Scratch",Griffin Bonnin Jones,https://chicagoshadydealer.com/index.php/2022/11/29/history-phd-candidate-realizes-zachary-taylor-not-interesting-starts-thesis-from-scratch/
Thief Returns Android User’s Phone,Alasdair Greenland,https://chicagoshadydealer.com/index.php/2022/11/28/thief-returns-android-users-phone/
Moses! Danny DeVito! Your Dad! What Are the Chances That These Iconic Men Will Get Into Fiji This Saturday Night?,Kim Impossible,https://chicagoshadydealer.com/index.php/2022/11/26/moses-danny-devito-your-dad-what-are-the-chances-that-these-iconic-men-will-get-into-fiji-this-saturday-night/
Seven UChicago Changes to Be Aware of Despite Their Lack of Importance,Alasdair Greenland,https://chicagoshadydealer.com/index.php/2022/11/25/seven-uofc-changes-to-be-aware-of-despite-their-lack-of-importance/
Top Six Ways to Totally Own Your Stupid Idiot Grandma This Thanksgiving,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2022/11/24/top-six-ways-to-totally-own-your-stupid-idiot-grandma-this-thanksgiving/
"Point: Joe Biden Is Ruining America/Counterpoint: Grandpa, Can We Please Just Have a Normal Thanksgiving Dinner for Once?",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2022/11/23/point-joe-biden-is-ruining-america-counterpoint-grandpa-can-we-please-just-have-a-normal-thanksgiving-dinner-for-once/
Turkey Pardon Gone Wrong: Armenian Genocide Perpetrators Acquitted of War Crimes,Mike Pence,https://chicagoshadydealer.com/index.php/2022/11/21/copy-of-turkey-pardon-gone-wrong-armenian-genocide-perpetrators-acquitted-of-war-crimes/
How to Find True Love by Mansplaining Pool in Hallowed Grounds,Kim Impossible,https://chicagoshadydealer.com/index.php/2022/11/17/how-to-find-true-love-by-mansplaining-pool-in-hallowed-grounds/
Ethics Professor Requires Own Textbook for His Class,Justin B,https://chicagoshadydealer.com/index.php/2022/11/16/ethics-professor-requires-own-textbook-for-his-class/
Attention Professors: Best Gen Z Words to Add to Your Lectures,Pascal Knowles,https://chicagoshadydealer.com/index.php/2022/11/15/attention-professors-best-gen-z-words-to-add-to-your-lectures/
RSOs Announce New Early Decision Plans,Niko Natheos,https://chicagoshadydealer.com/index.php/2022/11/14/rsos-announce-new-early-decision-plans/
Uh Oh! Frat Guy You Just Met Knows a Little Too Much About Title IX,Anonymous,https://chicagoshadydealer.com/index.php/2022/11/11/uh-oh-frat-guy-you-just-met-knows-a-little-too-much-about-title-ix/
Review: UChicago Student Bookstore’s New Chastity Belt,Drew Peacock,https://chicagoshadydealer.com/index.php/2022/11/10/review-uchicago-student-bookstores-new-chastity-belt/
"To Prevent Theft of Silverware, Dining Halls Implement Body Cavity Search",Aidan Cessor,https://chicagoshadydealer.com/index.php/2022/11/09/to-prevent-theft-of-silverware-dining-halls-implement-body-cavity-search/
Op-Ed: Sharknado Was the Last Great Literary Achievement,Alasdair Greenland,https://chicagoshadydealer.com/index.php/2022/11/08/op-ed-sharknado-was-the-last-great-literary-achievement/
Rockefeller Chapel Bells Now Exclusively Play for When BeReal Notification Is Sent,Andre Dang and 1 more,https://chicagoshadydealer.com/index.php/2022/11/07/rockefeller-chapel-bells-now-exclusively-play-for-when-bereal-notification-is-sent/
Mansueto Finally Hatches,Lentil Riggsby,https://chicagoshadydealer.com/index.php/2022/11/04/mansueto-finally-hatches/
"In Desperate Bid to Save Healthy Students, UChicago to Isolate the COVID Negative",David Wang,https://chicagoshadydealer.com/index.php/2022/11/03/in-desperate-bid-to-save-healthy-students-uchicago-to-isolate-the-covid-negative/
Trader Joe’s Introduces New Pumpkin-Spiced Toilet Bowl Cleaner,Lena Birkholz and 1 more,https://chicagoshadydealer.com/index.php/2022/11/02/trader-joes-introduces-new-pumpkin-spiced-toilet-bowl-cleaner/
How to Hold Your 58th Birthday in a Frat House Without Making It Sound Bad,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2022/11/01/how-to-hold-your-58th-birthday-in-a-frat-house-without-making-it-sound-bad/
"Boyer Insists Bite Mark is “Nothing to Worry About,” Proposes Brains in Dining Hall",Nick Venegas,https://chicagoshadydealer.com/index.php/2022/10/31/boyer-insists-bite-mark-is-nothing-to-worry-about-proposes-brains-in-dining-hall/
Meet the One Student Who Actually Got Suspended by UChicago,Aman Majumdar,https://chicagoshadydealer.com/index.php/2022/10/28/meet-the-one-student-who-actually-got-suspended-by-uchicago/
Dealer Investigates: How Many 4pm Cigarettes Outside the Reg Does It Take to Write The Great American Novel?,Audrey Leonard,https://chicagoshadydealer.com/index.php/2022/10/27/dealer-investigates-how-many-4pm-cigarettes-outside-the-reg-does-it-take-to-write-the-great-american-novel/
Point: Pee in Your Roommate’s Bed. Counterpoint: Pee in Their Shoes Instead.,Kasper Kropotkin and 1 more,https://chicagoshadydealer.com/index.php/2022/10/26/point-pee-in-your-roommates-bed-counterpoint-pee-in-their-shoes-instead/
“Don’t Go Outside:” UCPD Releases Official Transportation Policy for First Years,Lena Birkholz,https://chicagoshadydealer.com/index.php/2022/10/25/dont-go-outside-ucpd-releases-official-transportation-policy-for-first-years/
“New Dean” Added to Scav List,Pascal Knowles,https://chicagoshadydealer.com/index.php/2022/10/24/new-dean-added-to-scav-list/
Opening for Prime Minister Position Posted on Handshake,Jacob Halabe,https://chicagoshadydealer.com/index.php/2022/10/21/opening-for-prime-minister-position-posted-on-handshake/
Value of Pound Drops Drastically in Comparison to Maroon Dollar,Griffin Bonnin Jones,https://chicagoshadydealer.com/index.php/2022/10/21/value-of-pound-drops-drastically-in-comparison-to-maroon-dollar/
Op-Ed: Please Wear Deodorant,Joelle Stephenson,https://chicagoshadydealer.com/index.php/2022/10/20/op-ed-please-wear-deodorant/
Meet The Six People You’ll Throw Up On in College,Andre Dang and 2 more,https://chicagoshadydealer.com/index.php/2022/10/19/meet-the-six-people-youll-throw-up-on-in-college/
Class of 2026 First-Ever to Feature Diplomats’ Kids from All 193 Nations,R.E. Stern,https://chicagoshadydealer.com/index.php/2022/10/18/class-of-2026-first-ever-to-feature-diplomats-kids-from-all-193-nations/
Seven Signs Your Roommate’s Parents Definitely Have a Wikipedia Page,Merrin Seegers and 2 more,https://chicagoshadydealer.com/index.php/2022/10/14/seven-signs-your-roommates-parents-definitely-have-a-wikipedia-page/
First Year Ventures Across the Midway to Get Condom From Office of Safety and Security,Paella Kouskous,https://chicagoshadydealer.com/index.php/2022/10/12/first-year-ventures-across-the-midway-to-get-condom-from-office-of-safety-and-security/
Real Alum Speaks: “O-Week Is the Best Your Life Will Ever Be”,Hugh Jass ‘18,https://chicagoshadydealer.com/index.php/2022/10/10/real-alum-speaks-o-week-is-the-best-your-life-will-ever-be/
How Tall Was Jesus Christ? We Asked Every Academic Department,R.E. Stern and 2 more,https://chicagoshadydealer.com/index.php/2022/10/07/how-tall-was-jesus-christ-we-asked-every-academic-department/
Mansueto Declared World’s Largest Gender-Neutral Restroom,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2022/10/06/mansueto-declared-worlds-largest-gender-neutral-restroom/
First Year Likes Resident Head’s Dog a Little Too Much,Joelle Stephenson,https://chicagoshadydealer.com/index.php/2022/10/05/first-year-likes-resident-heads-dog-a-little-too-much/
Top 5 Ways to Brag About Your ACT Score,Andrea Zhou,https://chicagoshadydealer.com/index.php/2022/10/03/top-5-ways-to-brag-about-your-act-score/
Move-in-Day Drama: First Year Embarrassed to Have Parents,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2022/09/27/move-in-day-drama-first-year-embarrassed-to-have-parents/
House Movie Night Just Sex Scene from Mulholland Drive,Jacob Halabe and 1 more,https://chicagoshadydealer.com/index.php/2022/09/05/house-movie-night-just-sex-scene-from-mulholland-drive/
New “germinAte” Startup Empowers Students to Buy & Sell Grades,Luke Laurence,https://chicagoshadydealer.com/index.php/2022/09/03/new-germinate-startup-empowers-students-to-buy-sell-grades/
"Rating the Old, White Men I’ve Read in SOSC Based on Their Abilities to Make a Woman Orgasm",Jacqueline Proshans,https://chicagoshadydealer.com/index.php/2022/09/02/rating-the-old-white-men-ive-read-in-sosc-based-on-their-abilities-to-make-a-woman-orgasm/
Local Business Spotlight: Looking for a Cheap Coat? This Entrepreneur Has a Large Selection That Is Definitely Not Stolen from Alpha Delt,Lena Birkholz and 2 more,https://chicagoshadydealer.com/index.php/2022/08/31/local-business-spotlight-looking-for-a-cheap-coat-this-entrepreneur-has-a-large-selection-that-is-definitely-not-stolen-from-alpha-delt/
Review: Locking Your Belt Closed With a Padlock (Then Forgetting Its Combination),Kenneth Moss,https://chicagoshadydealer.com/index.php/2022/08/29/review-locking-your-belt-closed-with-a-padlock-then-forgetting-its-combination/
UChicago Admissions Requires That Applicants Shove Squirrels up Their Asses,Henry Mackall,https://chicagoshadydealer.com/index.php/2022/08/26/uchicago-admissions-requires-that-applicants-shove-squirrels-up-their-asses/
Five Ways to Avoid the Mysterious Wizard Who Wants to Turn You Into a Dove,R.E. Stern and 1 more,https://chicagoshadydealer.com/index.php/2022/08/24/five-ways-to-avoid-the-mysterious-wizard-who-wants-to-turn-you-into-a-dove/
Congress Announces Long Term Plan to Create More Fossil Fuels by Fast Tracking Anthropogenic Extinctions,Christian Villanueva,https://chicagoshadydealer.com/index.php/2022/08/22/congress-announces-long-term-plan-to-create-more-fossil-fuels-by-fast-tracking-anthropogenic-extinctions/
Coming to Disney+ in 2027: The Unbelievable True Story of the Man Who Trained Birds to Sell Opioids,R.E. Stern and 2 more,https://chicagoshadydealer.com/index.php/2022/08/19/coming-to-disney-in-2027-the-unbelievable-true-story-of-the-man-who-trained-birds-to-sell-opioids/
Op-Ed: Don’t You Know Who My Dad is?!,Robert UPenn III,https://chicagoshadydealer.com/index.php/2022/08/17/op-ed-dont-you-know-who-my-dad-is/
Allen Sanderson Becomes Sociologist by Light of Full Moon,Maynard Oster,https://chicagoshadydealer.com/index.php/2022/08/15/allen-sanderson-becomes-sociologist-by-light-of-full-moon/
"After Years of Confusion, PSI Decides to Just Become a Frat",Jacob Halabe and 1 more,https://chicagoshadydealer.com/index.php/2022/08/12/after-years-of-confusion-psi-decides-to-just-become-a-frat/
Wanna Feel Better About Politics? Donate to These 4 Inspirational Democrats Running in Districts They Have No Chance Whatsoever of Winning,Twitter,https://chicagoshadydealer.com/index.php/2022/08/10/wanna-feel-better-about-politics-donate-to-these-4-inspirational-democrats-running-in-districts-they-have-no-chance-whatsoever-of-winning/
Woodlawn Announces Intramural Cockfighting League to Boost House Culture,Edward A. Meyer,https://chicagoshadydealer.com/index.php/2022/08/08/woodlawn-announces-intramural-cockfighting-league-to-boost-house-culture/
Pope Francis Considering a 2024 Bid for Dalai Lama,Christian Villanueva,https://chicagoshadydealer.com/index.php/2022/08/05/pope-francis-considering-a-2024-bid-for-dalai-lama/
"Why is the Trolley Problem On My Econ P-Set, and What Did Y’all Get?",Jordan Norberto,https://chicagoshadydealer.com/index.php/2022/08/03/why-is-the-trolley-problem-on-my-econ-p-set-and-what-did-yall-get/
"MAB Bans Non-Black Concertgoers from Saying N-Word at Summer Breeze, Causes Stir",Jaden Woods,https://chicagoshadydealer.com/index.php/2022/05/01/jadens-article/
Breaking: Your New Student Government,R.E. Stern and 2 more,https://chicagoshadydealer.com/index.php/2022/04/25/breaking-your-new-student-government/
Sexy Jesus & Apoptles Rumble Time!!!,Kelvin Lototoaster,https://chicagoshadydealer.com/index.php/2022/04/17/sexy-jesus-apoptles-rumble-time/
"Four Complaints I Would Have About UChi-Con – If I Went, Which I Definitely Didn’t",Kelvin Lototoaster,https://chicagoshadydealer.com/index.php/2022/04/13/four-complaints-i-would-have-about-uchi-con-if-i-went-which-i-definitely-didnt/
Op-Ed from an Autistic Person: Why I Am Elated That I No Longer Have to Practice Masking,Henry Mackall,https://chicagoshadydealer.com/index.php/2022/04/06/op-ed-from-an-autistic-person-why-i-am-elated-that-i-no-longer-have-to-practice-masking/
How to Ride a Llama,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2022/04/04/how-to-ride-a-llama/
"New University-Wide Administration Email on the New Department of Race, Diaspora, and Indigeneity",Chicago Shady Dealer Newsdesk,https://chicagoshadydealer.com/index.php/2022/02/24/new-university-wide-administration-email-on-the-new-department-of-race-diaspora-and-indigeneity/
"Student Swears She’s Not a Bad Person, Just Busy and Tired",Kseniia Korotenko,https://chicagoshadydealer.com/index.php/2022/02/23/student-not-a-bad-person-just-busy-and-tired/
"David Axelrod Stands in Door of IOP Office with Forlorn Look, Waits for Someone to Beg Him to Stay",Drew Landrowski,https://chicagoshadydealer.com/index.php/2022/02/16/david-axelrod-stands-in-door-of-iop-office-with-forlorn-look-waits-for-someone-to-beg-him-to-stay/
Institute of Politics Shares What Black History Means to White People,Jaden Woods,https://chicagoshadydealer.com/index.php/2022/02/16/institute-of-politics-shares-what-black-history-means-to-white-people/
Night Owls: Will It Be Cold This Winter?,Christian Villanueva,https://chicagoshadydealer.com/index.php/2022/02/15/night-owls-will-it-be-cold-this-winter/
"The Halftime Show Was Good, But Where Was Jason Mraz?",Harrison Weinstein,https://chicagoshadydealer.com/index.php/2022/02/13/the-halftime-show-was-good-but-where-was-jason-mraz/
Imagine if we matched on datamatch haha jk unless?,Doug Simpson,https://chicagoshadydealer.com/index.php/2022/02/08/imagine-if-we-matched-on-datamatch-haha-jk-unless/
3 Sex Poems from My Poetry Workshop That Scream “I’m a Virgin”,Kelvin Lototoaster,https://chicagoshadydealer.com/index.php/2022/01/27/3-sex-poems-from-my-poetry-workshop-that-scream-im-a-virgin/
New Study Finds That Only 25% of Your Friends Like You,David Axelrod,https://chicagoshadydealer.com/index.php/2022/01/25/new-study-finds-that-only-25-of-your-friends-like-you/
"A Dealer Investigation: The “Bar” in Bar Night is Referencing the Bar Exam, Right?",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2022/01/21/a-dealer-investigation-the-bar-in-bar-night-is-referencing-the-bar-exam-right-by-the-shady-dealer/
Race in America: My Experience as a White Student Undercover as a Black Student Undercover as a White Student,Ryan Miller,https://chicagoshadydealer.com/index.php/2022/01/17/race-in-america-my-experience-as-a-white-student-undercover-as-a-black-student-undercover-as-a-white-student/
How to Look Hot on a Divvy Bike,Stephanie Stevanovich,https://chicagoshadydealer.com/index.php/2022/01/10/how-to-look-hot-on-a-divvy-bike/
New Year’s Editorial,The Editors-in-Chief,https://chicagoshadydealer.com/index.php/2022/01/01/new-years-editorial/
College Announces Precautionary Dorm Relocation to New Zealand,Audrey Leonard,https://chicagoshadydealer.com/index.php/2021/12/24/college-announces-precautionary-dorm-relocation-to-new-zealand/
Dealer Exclusive: An Interview with Paul Alivisatos,Luke Laurence,https://chicagoshadydealer.com/index.php/2021/11/27/dealer-exclusive-an-interview-with-paul-alivisatos/
How to Be an Ally to Your White Woman Friends after Red (Taylor’s Version),Drew Landrowski,https://chicagoshadydealer.com/index.php/2021/11/13/how-to-be-an-ally-to-your-white-woman-friends-after-red-taylors-version/
Leopold & Loeb’s Top Ten Make Out Spots on Campus — And One Extra That May Surprise You!,AP News,https://chicagoshadydealer.com/index.php/2021/10/31/leopold-loebs-top-ten-make-out-spots-on-campus-and-one-extra-that-may-surprise-you/
"Frats Discover Free the Nip Movement, Decide to Become Second Wave Feminists",Sara Lawrence,https://chicagoshadydealer.com/index.php/2021/10/28/frats-discover-free-the-nip-movement-decide-to-become-second-wave-feminists/
Squid Game Review,Luke Laurence,https://chicagoshadydealer.com/index.php/2021/10/26/squid-games-review/
UChicago Clarifies That Indoor Mask Policy Does Not Apply to Hot People,Jacob Halabe,https://chicagoshadydealer.com/index.php/2021/10/25/uchicago-clarifies-that-indoor-mask-policy-does-not-apply-to-hot-people/
Visiting Parents Worried about the Cost of Three Weddings after Seeing Son Talk to Three Different Girls in His House,Donny Berger,https://chicagoshadydealer.com/index.php/2021/10/24/visiting-parents-worried-about-the-cost-of-three-weddings-after-seeing-son-talk-to-three-girls-in-his-house/
Grimes Rebounds with Sosc Professor,Isabelle Balaban,https://chicagoshadydealer.com/index.php/2021/10/21/grimes-rebounds-with-sosc-professor/
Op-Ed: Here’s Why I Applied to an Assistant Professorship at Booth as an Undergrad,Luke Laurence,https://chicagoshadydealer.com/index.php/2021/10/14/op-ed-heres-why-i-applied-to-an-assistant-professorship-at-booth-as-an-undergrad/
Three Ways to Definitely Get Into the Blue Chips,Brad,https://chicagoshadydealer.com/index.php/2021/10/13/four-ways-to-definitely-get-into-the-blue-chips/
Local Dad “Doing His Own Research” on COVID Vaccination Nabs NIH Grant,Drew Landrowski,https://chicagoshadydealer.com/index.php/2021/10/12/local-dad-doing-his-own-research-on-covid-vaccination-nabs-nih-grant/
Give Us Your Credit Card Number and We’ll Tell You About Our New Jetski,Doug,https://chicagoshadydealer.com/index.php/2021/10/11/give-us-your-credit-card-number-and-well-tell-you-about-our-new-jetski/
Guy in Practice Room Humored by Neighbor’s Feeble Attempt At Music,Jillian Amsler,https://chicagoshadydealer.com/index.php/2021/10/07/guy-in-practice-room-humored-by-neighbors-feeble-attempt-at-music/
Red October: Wellness Czar Overthrown by Bolsheviks in House Council Election,Nadezhda “Kay” Krupskaya,https://chicagoshadydealer.com/index.php/2021/10/05/red-october-wellness-czar-overthrown-by-bolsheviks-in-house-council-election/
Op-Ed: Stext and the City: Stacks Are Not-So-Secret Haven for Desperate Undergrads,Karrie “Kay” Bradshaw,https://chicagoshadydealer.com/index.php/2021/10/04/op-ed-stext-and-the-city-stacks-are-not-so-secret-haven-for-desperate-undergrads/
Sloth of Bears Reported inside PIKE Fraternity Building,Rahul Gupta,https://chicagoshadydealer.com/index.php/2021/09/26/sloth-of-bears-reported-inside-pike-fraternity-building/
Four Social Blunders to Avoid During O-Week,Henry Mackall,https://chicagoshadydealer.com/index.php/2021/09/25/four-social-blunders-to-avoid-during-o-week/
Data Driven Analysis of the Most Likely Wars Dean Boyer Will Liken to Getting into the University of Chicago at Convocation,Christian Villanueva,https://chicagoshadydealer.com/index.php/2021/09/24/data-driven-analysis-of-the-most-likely-wars-dean-boyer-will-liken-to-getting-into-the-university-of-chicago-at-convocation/
"IOP Announces New Fellow, Former Governor Andrew Cuomo",Chicago Shady Dealer Newsdesk,https://chicagoshadydealer.com/index.php/2021/08/13/iop-announces-new-fellow-former-governor-andew-cuomo/
Heartbreaking: Child in Mongolia Doesn’t Know Who Nestor Is,Chicago Shady Dealer Newsdesk,https://chicagoshadydealer.com/index.php/2021/05/26/heartbreaking-child-in-mongolia-doesnt-know-who-nestor-is/
Yay for the Youth! CDC Finds New COVID Vaccine Side Effect To Be “Just Like Getting High on LSD”,Kate Kaplin,https://chicagoshadydealer.com/index.php/2021/05/24/yay-for-the-youth-cdc-finds-new-covid-vaccine-side-effect-to-be-just-like-getting-high-on-lsd/
Pluto Becomes Planet Again after Quarantine Weight Gain,Jackson McNamee,https://chicagoshadydealer.com/index.php/2021/05/12/pluto-becomes-planet-again-after-quarantine-weight-gain/
Mad-Libs: Write a Thinker Article!,Drew Landrowski,https://chicagoshadydealer.com/index.php/2021/05/10/mad-libs-write-a-thinker-article/
New Admissions Essay Prompts To Produce the Worst Roommates You’ll Ever Have,Victor Tyne,https://chicagoshadydealer.com/index.php/2021/05/04/new-admissions-essay-prompts-to-produce-the-worst-roommates-youll-ever-have/
"In Protest of Care Not Cops Strike, UCPD to Go on Strike",Henry Mackall,https://chicagoshadydealer.com/index.php/2021/05/03/in-protest-of-care-not-cops-strike-ucpd-to-go-on-strike/
The Shady Dealer Interviews the Thrive Slate,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2021/05/03/the-shady-dealer-interviews-the-thrive-slate/
Oscars Nominate Viewers Like You for Best Actor,Henry Mackall,https://chicagoshadydealer.com/index.php/2021/04/26/oscars-nominate-viewers-like-you-for-best-actor/
"To Combat Talks of a Meatless Future, Undergrads Create Culinary Magazine The Chicago Carnivore, Promise to Uphold Chicago Principles of Slaughtering Cattle by the Millions",Gill Kiunnak,https://chicagoshadydealer.com/index.php/2021/04/23/to-combat-talks-of-a-meatless-future-undergrads-create-culinary-magazine-the-chicago-carnivore-promise-to-uphold-chicago-principles-of-slaughtering-cattle-by-the-millions/
“Narcolepsy Cookies” Opens on 55th Street to Generally Terrible Reviews,Charlie Weiler,https://chicagoshadydealer.com/index.php/2021/04/21/narcolepsy-cookies-opens-on-55th-street-to-generally-terrible-reviews/
Administration Partners with Laundry Machines to Steal Socks from Students,Victor Tyne,https://chicagoshadydealer.com/index.php/2021/04/20/administration-partners-with-laundry-machines-to-steal-socks-from-students/
UChicago Student Running From College Council,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2021/04/19/uchicago-student-running-from-college-council/
Holsman and Lynch Sumer Finance Internship (Paid) – posted 2 days ago,Drew Landrowski,https://chicagoshadydealer.com/index.php/2021/04/18/holsman-and-lynch-sumer-finance-internship-paid-posted-2-days-ago/
Inaugural Spring Break Activities to Attract Record Numbers,Victor Tyne,https://chicagoshadydealer.com/index.php/2021/04/16/inaugural-spring-break-activities-to-attract-record-numbers/
UChicago Ad “At the Forefront” of Carlos Rodón’s No-Hitter,R.E. Stern,https://chicagoshadydealer.com/index.php/2021/04/15/uchicago-ad-at-the-forefront-of-carlos-rodons-no-hitter/
"On His Last Night, Prince Phillip Spotted Playing Pong, Hitting It Off with the Bros at AEPI",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2021/04/14/on-his-last-night-prince-phillip-spotted-playing-pong-hitting-it-off-with-the-bros-at-aepi/
I’m an Alpha Delt Pledge and You’re a Loser,Victor Tyne,https://chicagoshadydealer.com/index.php/2021/04/13/im-an-alpha-delt-pledge-and-youre-a-loser/
Michele Rasmussen Declares That Frat Parties Are “Not Poggers” in Attempt to Connect with Youth,Andre Dang,https://chicagoshadydealer.com/index.php/2021/04/12/michele-rasmussen-declares-that-frat-parties-are-not-poggers-in-attempt-to-connect-with-youth/
"Frats Release Statement: “Hey Look, A Cool Bird!”",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2021/04/08/frats-release-statement-hey-look-a-cool-bird/
Spring Break to be Renamed ‘Kenneth C. Griffin Week of March 21st’,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2021/03/12/spring-break-to-be-renamed-kenneth-c-griffin-week-of-march-21st/
"What I Wish I Had Known on March 11th, 2020: A One-Year Retrospective on my Gilded Age History and Economy Final Exam",Ian Olson,https://chicagoshadydealer.com/index.php/2021/03/11/what-i-wish-i-had-known-on-march-11th-2020-a-one-year-retrospective-on-my-gilded-age-history-and-economy-final-exam/
Admin Introduces Reading Hour Every Week That Accumulates Into One Reading Day,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2021/03/10/admin-introduces-reading-hour-every-week-that-accumulates-into-one-reading-day/
I Failed My First HUM Paper and I Don’t Know Why… ?,Co-penned in joint fashion by Ethan Ross and Victor Tyne,https://chicagoshadydealer.com/index.php/2021/03/08/i-failed-my-first-hum-paper-and-i-dont-know-why/
Canada Goose Wearer Cries for UCPD as Feathers Are Ripped Off His Back,Clayton Lovell,https://chicagoshadydealer.com/index.php/2021/03/07/canada-goose-wearer-cries-for-ucpd-as-feathers-are-ripped-off-his-back/
